# image-id: battle-overlay
# annotated_functions/total_functions: 862/862
# Total basis: whole-image AOT range manifest, including authenticated overlapping roots.
# sha256: 1830b4ef1fe37129972fc310dfad534f8161d6c0b123e74254c3711334a3e291
# load-address: 0x8006faf0
# identity-source: annotations/overlays/disc1-images.toml
# source-record-id: battle-image
# format: address, note

0x80070E2C, function start — BattleEventOverlayLoad; conditionally loads and enters the separate Battle Event overlay.
0x8007E7C0, function start — BattleEnemyScriptWriteBattleEventVariable; stores an immediate byte as a 16-bit value in the selected Battle Event variable.
0x8007E7E4, function start — BattleEnemyScriptSetCommandEnableBitForAllCombatants; sets or clears the selected command-enable bit across all eleven combatant slots.
0x8007E8AC, function start — BattleEnemyScriptSetRowTargetRestriction; writes a byte into the primary targeting-restriction entry for the specified pair of formation rows.
0x8007E8E0, function start — BattleEnemyScriptForceSelectedEntityNextTurn; finds the first entity in a stored target mask and schedules that entity as the next combatant.
0x8007E934, function start — BattleEnemyScriptResetReadinessState; recomputes initial readiness delays for occupied combatants, assigns 255 to empty slots, mirrors reload delays, and clears readiness and timing auxiliaries.
0x8007E954, function start — BattleEnemyScriptTestByteVariableEqualsImmediate; returns whether a selected byte script variable equals the immediate byte.
0x8007E98C, function start — BattleEnemyScriptTestWordVariableEqualsImmediate; returns whether a selected 16-bit script variable equals the immediate 16-bit value.
0x8007E9D0, function start — BattleEnemyScriptTestByteVariableAtMostImmediate; returns whether a selected unsigned byte script variable is less than or equal to the immediate byte.
0x8007EA08, function start — BattleTestMonsterWordAtMostImmediate; returns whether the selected unsigned 16-bit monster variable is at most the immediate operand.
0x8007EA4C, function start — BattleTestMonsterByteAtLeastImmediate; returns whether the selected unsigned 8-bit monster variable is at least the immediate operand.
0x8007EA84, function start — BattleTestMonsterWordAtLeastImmediate; returns whether the selected unsigned 16-bit monster variable is at least the immediate operand.
0x8007EAC8, function start — BattleTestMonsterBytesEqual; returns whether two selected 8-bit monster variables are equal.
0x8007EB08, function start — BattleTestMonsterWordsEqual; returns whether two selected 16-bit monster variables are equal.
0x8007EB50, function start — BattleTestMonsterByteAtMostByte; returns whether the first selected unsigned 8-bit monster variable is at most the second.
0x8007EB90, function start — BattleTestMonsterWordAtMostWord; returns whether the first selected unsigned 16-bit monster variable is at most the second.
0x8007EBD8, function start — BattleTestMonsterByteMask; returns whether the selected 8-bit monster variable shares any bits with the immediate mask.
0x8007EC10, function start — BattleTestMonsterWordMask; returns whether the selected 16-bit monster variable shares any bits with the immediate mask.
0x8007EC54, function start — BattleTestMonsterByteIntersection; returns whether two selected 8-bit monster variables share any set bits.
0x8007EC94, function start — BattleTestMonsterWordIntersection; returns whether two selected 16-bit monster variables share any set bits.
0x8007ECDC, function start — BattleTestMonsterByteNotImmediate; returns whether the selected 8-bit monster variable differs from the immediate operand.
0x8007ED14, function start — BattleTestMonsterWordNotImmediate; returns whether the selected 16-bit monster variable differs from the immediate operand.
0x8007ED58, function start — BattleTestMonsterBytesNotEqual; returns whether two selected 8-bit monster variables differ.
0x8007ED98, function start — BattleTestMonsterWordsNotEqual; returns whether two selected 16-bit monster variables differ.
0x8007EDE0, function start — BattleTestMonsterDwordsEqual; returns whether two selected 32-bit monster variables are equal.
0x8007EE28, function start — BattleTestMonsterDwordAtMostDword; returns whether the first selected unsigned 32-bit monster variable is at most the second.
0x8007EE70, function start — BattleTestSelectedEntityDefeated; returns the selected entity's defeat flag.
0x8007EEA8, function start — BattleTestFormationSlotEmpty; returns whether the selected formation slot is empty.
0x8007EED0, function start — BattleTestFirstPartySlotsEmpty; returns whether neither of the first two party slots is represented in the living-entity mask.
0x8007EEE8, function start — BattleTestAllMonstersHidden; returns true when no upper monster bits remain in the living mask or every monster slot is hidden.
0x8007EF44, function start — BattleTestCurrentMonsterHidden; returns the current monster's hidden flag.
0x8007EF6C, function start — BattleExecuteMonsterScriptLowerOpcode; dispatches enemy action opcodes below 0x80.
0x8007F8C0, function start — BattleExecuteMonsterScriptCondition; evaluates chained enemy condition opcodes.
0x8007FB70, function start — BattleClearBillyTurnDialog; closes Billy's active turn dialog and clears its display flag.
0x8007FBE0, function start — BattleCaptureActionLines; builds up to six horizontal Battle UI line packets.
0x8007FCE0, return site — returns from the authenticated Battle UI line capture.
0x8007FCE8, function start — BattleFreeChiMenuData; releases loaded Chi menu data and clears its loaded flag.
0x8007FD38, function start — BattleLoadChiMenuData; lazily loads character or Gear chi-menu resources.
0x8007FDEC, function start — BattleFreeGearOptionMenuData; releases loaded Gear option menu data and clears its loaded flag.
0x8007FE3C, function start — BattleLoadGearOptionMenuData; synchronously loads Gear option menu data once and marks it available.
0x8007FEC4, function start — BattleAllocateTurnRenderWorkspace; allocates and clears the per-turn rendering workspace and initializes its display limits.
0x8007FF14, function start — BattleInitializeGearTurnUi; computes Gear command values, formats their decimal glyphs, allocates turn rendering storage, and animates the Gear command display into view.
0x800800E8, function start — BattleFreeTurnRenderWorkspace; clears turn-rendering flags, normalizes the Gear turn state, and releases the rendering workspace.
0x80080160, function start — BattleCommandSelectionLoop; runs Battle command selection and action processing.
0x800806E8, call site — Battle command selection invokes BattleCaptureActionLines.
0x800806F0, return site — resumes after Battle UI line capture.
0x80080AE4, function start — BattleSelectLowestReadinessEntity; selects the other entity with the smallest remaining readiness timer, breaking ties by circular turn order.
0x80080B64, function start — BattleStageAttackSequenceTerminator; writes an end marker and acting entity into the current action entry and clears attack-jump startup.
0x80080BD0, function start — BattleFinishPlayerTurnResources; marks the turn complete and conditionally releases its Chi data, Gear option data, rendering workspace, and Billy dialog.
0x80080C6C, function start — BattleMarkEventMechaCommandComplete; sets the selected Battle Event entity's mecha-command completion flag.
0x80080C94, function start — BattleExecuteConfusedPartyTurn; chooses a random valid nonself target, performs an available basic attack, ability, or Gear transformation for a confused party member, and waits for completion.
0x8008115C, function start — BattleHandleCharacterAttackCommand; navigates from Attack to enabled neighboring commands and enters basic-attack target selection when confirmed.
0x80081318, function start — BattleHandleCharacterItemCommand; navigates the primary Item command and opens, applies, or cancels item selection when confirmed.
0x80081504, function start — BattleHandleCharacterDefendCommand; navigates the Defend command and commits a defensive turn when confirmed.
0x800816F8, function start — BattleHandleCharacterCircleMenu; dispatches character Attack, Item, Defend, Gear, and Chi commands.
0x8008189C, function start — BattleUpdateTargetSelectionMarker; frames and blinks the current target, enables only directions leading to another target, and refreshes the special ranged-target display.
0x800819A4, function start — BattleCommitSelectedAttackTarget; locks the selected target, removes selection displays, reframes the combatants, stages approach motion, and begins attack calculation.
0x80081B58, function start — BattleHandleMenuSelectEnemy; handles target movement, confirmation, AP, and attack setup.
0x800820A4, function start — BattleHandleCharacterComboCommand; navigates the Combo command and runs combo selection, committing or restoring the menu according to its result.
0x800822C4, function start — BattleHandleCharacterAlternateItemCommand; navigates the alternate Item command and opens, applies, or cancels item selection when confirmed.
0x80082504, function start — BattleHandleCharacterEscapeCommand; navigates the Escape command, attempts a 50 percent escape when confirmed, and ends the turn.
0x800826CC, function start — BattleTransformCharacterToGear; relocates the combatant, clears character statuses, swaps in the Gear, updates battle flags, and records the party's Gear state.
0x80082820, function start — BattleHandleCharacterCallGearCommand; navigates the Call Gear command and transforms the character when confirmed.
0x800829F4, function start — BattleHandleGearAttackCommand; navigates the Gear Attack command and enters Gear attack target selection when confirmed.
0x80082BB0, function start — BattleHandleGearItemCommand; navigates the Gear Item command and opens, applies, or cancels item selection when confirmed.
0x80082D4C, function start — BattleHandleGearChargeCommand; navigates the Gear Charge command and restores fuel up to the Gear's maximum when confirmed.
0x80082F7C, function start — BattleHandleGearEtherCommand; navigates the Gear command ring and opens, executes, or cancels the Ether ability menu.
0x800830A8, function start — BattleHandleGearBoosterCommand; navigates the Gear command ring, toggles Booster state on confirmation, and ends command selection.
0x80083340, function start — BattleHandleGearInventoryCommand; navigates the Gear command ring and opens, executes, or cancels Gear item selection.
0x80083580, function start — BattleHandleGearEscapeCommand; navigates the Gear command ring, attempts escape with a 50 percent success check, and ends command selection.
0x80083748, function start — BattleHandleGearSpecialCommand; navigates the Gear command ring and opens, executes, or cancels Gear special ability selection.
0x80083948, function start — BattleHandleGearAttackSelection; processes directional targeting and attack inputs, validates fuel costs and move availability, performs selected attacks, drains fuel, and closes selection when required.
0x80083FF4, function start — BattleIsTargetValid; validates presence, life, row, reachability, and entity mode.
0x80084108, function start — BattleIsAbilityTargetCandidate; tests a slot against ability target restrictions.
0x800841E0, function start — BattleBuildBasicAttackTargetPriority; collects valid opposing targets, prioritizes those sharing the attacker's position slot, and selects the lowest-HP candidate within the preferred group.
0x80084548, function start — BattleBuildAbilityTargetList; builds ordered party, enemy, or combined targets.
0x80084750, function start — BattleBuildEnemyAbilityTargetList; builds targets for enemy-style abilities.
0x80084854, function start — BattleSelectNearestDirectionalTarget; returns the nearest valid target lying within the requested directional sector.
0x80084A7C, function start — BattleRefreshDefaultBasicAttackTarget; rebuilds basic-attack targets and preserves the current target when valid or replaces it with the highest-priority candidate.
0x80084B40, function start — BattleRunBasicAttackTargetSelection; renders interactive target selection, moves to the nearest directional candidate, updates camera and cursor masks, and returns confirmation or cancellation.
0x80084D28, function start — BattleGetAbilityTargetsInSelectedRow; filters targets to the selected row.
0x80084DE4, function start — BattleAbilityTargetSelectionInit; builds the valid ability-target mask and initial target.
0x80085084, function start — BattleAbilitySelectTarget; runs interactive ability target selection.
0x80085310, function start — BattleIsSecondEntityLeftOfFirst; returns whether the second entity's X coordinate is less than the first entity's X coordinate.
0x80085350, function start — BattleResetTurnDamageAccumulators; clears per-entity turn damage and status accumulators.
0x80085388, function start — BattleClearCurrentDamageEntry; clears all target values in the current action record.
0x80085454, function start — BattleStoreAndAggregateDamageResults; stores and combines damage and healing totals.
0x80085618, function start — BattleApplyDamageAndResourceChanges; applies HP, MP, Gear HP, fuel, and defeat changes.
0x80085AC4, function start — BattleReviveEntityAndClearStatuses; restores an entity to maximum HP and clears six transient status values.
0x80085B58, function start — BattleApplyPassiveModifiersAtEndOfTurn; applies and displays passive HP, MP, and fuel changes.
0x80085C48, function start — BattleComputeItemEffectsForTargets; resets the affected-target mask, caches the target mask and action index, and computes the selected item's effects for every chosen target.
0x80085C88, function start — BattleFinalizeDamageEntry; stores computed damage and applies it to entities.
0x80085CCC, function start — BattleComputeAttackAgainstTargets; initializes attack context and computes selected targets.
0x80085D34, function start — BattleUpdateApCounterText; rebuilds the remaining-AP, separator, and maximum-AP glyph packets for the current frame buffer.
0x80085E78, function start — BattleClearAttackInputSequence; fills all seven attack-input slots with the empty marker and resets the recorded input count.
0x80085EB4, function start — BattleIsCompletedDeathblowUnlocked; matches the recorded attack inputs against deathblow patterns and tests whether the matching move is unlocked.
0x80086028, function start — BattleBuildDeathblowHintRow; renders one available deathblow name and its input hint into a positioned menu row.
0x800861D0, function start — BattleAppendCharacterAttackInputAndBuildDeathblowHints; appends a character attack input, detects completed deathblows, displays the input history and available continuations, and commits a recognized move when required.
0x80086B88, function start — BattleCanSelectGearAttackInput; tests whether a Gear attack input is unlocked and compatible with the current sequence length and attack state.
0x80086B8C, function start — BattleCanSelectGearAttackInputContinuation; continues Gear attack availability testing with the attack tier already preloaded, omitting the normal first-argument copy.
0x80086C88, function start — BattleBuildGearAttackMoveHintRow; renders one available Gear attack name and its associated input glyphs into a positioned menu row.
0x80086F98, function start — BattleAppendGearAttackInputAndBuildMoveHints; appends a Gear attack input, displays the current sequence and available continuations, selects a completed move, and reports whether the sequence should end.
0x800877E0, function start — BattleBuildAttackApproachPath; initializes the attacker-to-target waypoint list from formation routing data and reports whether the attacker uses the special ranged approach.
0x800879A8, function start — BattleInitializeAttackAnimationRecords; initializes all 32 action records with the attacker, target mask, and no pending animation.
0x80087A38, function start — BattleStartBasicAttackApproach; refreshes AP text, initializes action records and approach waypoints, starts movement toward the selected target, and enables attack processing.
0x80087AF0, function start — BattlePerformBasicAttack; moves, animates, computes, scripts, and applies a basic attack.
0x80087EDC, function start — BattleRelocateEntityToTargetFormationSlot; removes an entity from its old formation slot, claims a free local position at the target's slot, and updates its battle coordinates.
0x800881B8, function start — BattleRelocateEntityToRangedAttackSlot; moves an entity into an empty ranged position associated with the target's formation and updates its battle coordinates.
0x800883AC, function start — BattleRemoveDefeatedEntityFromSlot; removes a defeated entity from its local slot.
0x80088490, function start — BattleRelocateEntityToGearSlot; moves an entity to the first available Gear position.
0x800885D0, function start — BattleGetRangedAttackSlotOccupancy; returns the occupancy count of the ranged formation row associated with an entity's current position slot.
0x8008860C, function start — BattleBuildGearCommandHeaderText; builds and activates the fixed Gear command header, separator, and background glyph packets.
0x8008887C, function start — BattleInitializeResultTextDrift; stores a two-dimensional trajectory, normalizes its deltas to fixed-point steps, chooses a random step count, and resets its accumulators.
0x80088990, function start — BattleAdvanceResultTextDrift; advances the result-text trajectory by its randomized step count and marks completion when the major axis crosses the destination.
0x80088B80, function start — BattleRenderResultText; builds and draws Battle result text and effects.
0x80089038, function start — BattleBuildGearStatusConditionText; builds positioned text packets for each of five active Gear condition bits.
0x80089110, function start — BattleBuildGearBoosterStateText; selects the Booster-on or Booster-off label, builds its packets, and activates them.
0x800891E4, function start — BattleBuildGearAttackLevelText; builds and activates both label strips associated with the current Gear attack level.
0x80089348, function start — BattleBuildGearHitRateText; converts the cached Gear hit-rate value to digits, positions them on the command display, and activates the packets.
0x8008946C, function start — BattleBuildGearHyperModeChanceText; renders the cached Hyper Mode chance with a percent sign or substitutes the maximum-level indicator.
0x8008963C, function start — BattleBuildGearAttackLevelProgressText; converts the cached Gear attack-level progress value to digits, appends a percent sign, and activates the packets.
0x800897CC, function start — BattleBuildGearAttackLevelLimitText; converts the cached Gear attack-level limit value to digits, positions them on the command display, and activates the packets.
0x800898F0, function start — BattleBuildGearFuelCounterText; converts current and maximum Gear fuel values to digits, appends their separator, and prepares both packet groups.
0x80089AF8, function start — BattleBuildGearCommandStatusText; rebuilds all fixed labels, condition indicators, attack-level values, hit rate, Hyper Mode chance, and related Gear command text.
0x80089B50, function start — BattleRandomU16InRange; returns an inclusive random 16-bit value between the supplied bounds while honoring zero and 0xFFFF sentinel cases.
0x80089BEC, function start — BattleGetMsbFirstEntityMask; returns the 16-bit mask containing bit 15 shifted right by the supplied entity index.
0x80089C08, function start — BattleGetLsbFirstEntityMask; returns the 16-bit mask containing bit 0 shifted left by the supplied entity index.
0x80089C24, function start — BattleGetInvertedMsbFirstEntityMask; returns the 16-bit complement of the MSB-first mask for the supplied entity index.
0x80089C48, function start — BattleGetInvertedLsbFirstEntityMask; returns the 16-bit complement of the LSB-first mask for the supplied entity index.
0x80089C6C, function start — BattleTestMsbFirstEntityMask; returns the selected MSB-first bit from a 16-bit mask or zero when the index is outside 0 through 15.
0x80089C9C, function start — BattleTestLsbFirstEntityMask; returns the selected LSB-first bit from a 16-bit mask or zero when the index is outside 0 through 15.
0x80089CCC, function start — BattleHandleInput; polls controllers and translates input into Battle commands.
0x8008A144, function start — BattleChiMenuTextScrollTick; advances four scrolling chi-menu text strips.
0x8008A274, function start — BattleUpdateInputsMode1; advances active-time and gameplay UI animation state.
0x8008A3EC, function start — BattleUpdateInputsMode2; updates input during Battle cutscene mode.
0x8008A684, function start — BattleUpdateInputsMode0; handles input, pause, disconnect, and result countdown state.
0x8008A9C0, function start — BattleUpdateInputs; dispatches result, gameplay, or cutscene input updates.
0x8008AA40, function start — BattlePlaySequenceSoundEffect; plays the low-byte sound identifier through the current battle sequence bank.
0x8008AA74, function start — BattlePlayGatedSequenceSoundEffect; plays the requested sound only while the battle command sound gate is enabled.
0x8008AAA0, function start — BattleFormatNineDigitDecimal; splits an unsigned value into nine decimal digits and marks leading positions with 0xFF while retaining the final zero.
0x8008AB4C, function start — BattleSelectEventDataDirectory; selects battle event data directory 0 within archive group 0x20.
0x8008AB70, function start — BattleSelectMusicDataDirectory; selects battle music directory 2 within archive group 0x20.
0x8008AB94, function start — BattleSelectAbilityDataDirectory; selects battle ability data directory 3 within archive group 0x20.
0x8008ABB8, function start — BattleAllocateArenaTwoMemory; selects allocation arena 2 and allocates the requested byte count using the requested allocation mode.
0x8008AC00, function start — BattleAllocateTextTextureMemory; allocates 26 times the requested width plus three bytes of text texture storage.
0x8008AC50, function start — BattleWaitForCdWithFrames; renders battle frames until CD activity finishes.
0x8008AC88, function start — BattleQueueProtectedEnemyReaction; retains protected enemy targets from a supplied mask and appends an animation command with reaction code 0xF3 when any remain.
0x8008ADD0, function start — BattleExecuteAbility; computes, animates, applies, and waits for an ability attack.
0x8008B108, function start — BattleHideAbilityMenuUi; disables chi-menu text, dialogs, and detail rendering.
0x8008B168, function start — BattleRestoreAbilityTargetSelectionUi; restores UI after target-selection cancellation.
0x8008B224, function start — BattleTryUseAbility; validates availability and MP before target selection.
0x8008B478, function start — BattleRunChiMenu; creates, navigates, confirms, and tears down the ability grid.
0x8008B908, function start — BattleExecuteItemUse; prepares the selected item action, consumes its inventory quantity, computes and applies its effects, queues result animations, waits for completion, and refreshes affected party gauges.
0x8008BC40, function start — BattleHideItemTargetSelectionUi; hides item text, item dialogs, and detail panels during target selection, optionally restoring the command ring.
0x8008BC98, function start — BattleRestoreItemTargetSelectionUi; restores item text and dialogs, selects item display mode 2, frames the actor and current target, and resumes target blinking.
0x8008BD50, function start — BattleTryUseInventoryEntry; rejects empty inventory entries, opens target selection for ordinary items, or immediately activates and consumes eligible secondary items.
0x8008BED8, function start — BattleRunItemSelectionMenu; creates the item windows, navigates standard and secondary inventory pages, updates item details and scrolling, confirms item targeting or direct use, and tears the menu down.
0x8008C360, function start — BattleCleanupCommandMenu; clears command UI, dialogs, cursors, and menu storage.
0x8008C3F0, function start — BattleRestoreComboTargetSelectionUi; restores combo text and dialogs, selects combo display mode 3, frames the actor and current target, and resumes target blinking.
0x8008C4A8, function start — BattleExecuteSelectedCombo; runs combo selection, commits each chosen move and its result animation on confirmation, waits for completion, or restores the command menu after cancellation.
0x8008C81C, function start — BattleDrawCircleMenuComboSelect; runs combo selection and validates fuel and move cost.
0x8008CCCC, function start — BattleHideGearSpecialTargetSelectionUi; hides gear-special text, three dialogs, and detail panels during target selection, optionally restoring the command ring.
0x8008CD28, function start — BattleRestoreGearSpecialTargetSelectionUi; restores gear-special text and dialogs, selects display mode 4, frames the actor and current target, and resumes target blinking.
0x8008CDE4, function start — BattleTryUseGearSpecial; validates fuel cost, availability, and restriction flags, runs target selection, deducts fuel on confirmation, and plays rejection audio on failure.
0x8008CDEC, function start — BattleTryUseGearSpecialMaskContinuation; continues gear-special validation with the first restriction mask preloaded, loads the remaining masks, checks fuel and availability, runs target selection, deducts fuel on confirmation, and plays rejection audio on failure.
0x8008CFB8, function start — BattleRunGearSpecialSelectionMenu; builds four available gear specials and their fuel costs, navigates their menu, confirms target selection, records the chosen special, and closes all associated windows.
0x8008D328, function start — BattleFadeCommandRingTiles; decreases command-ring tile brightness in fixed steps and disables the ring when every tile has faded out.
0x8008D598, function start — BattleBuildOrFadeCommandRingTiles; builds both command-ring halves from the selected layout, shades disabled commands, records their primitive counts, or advances their fade-out.
0x8008DC34, function start — BattleBuildDialogWindowCorners; builds normal or alternate dialog corners.
0x8008DE04, function start — BattleBuildDialogWindowTopBorder; builds the two-piece top border.
0x8008E430, function start — BattleBuildDialogWindowBottomBorder; builds the two-piece bottom border.
0x8008EA70, function start — BattleBuildDialogWindowLeftBorder; builds the two-piece left border.
0x8008F0A8, function start — BattleBuildDialogWindowRightBorder; builds the two-piece right border.
0x8008F6E4, function start — BattleDrawDialogWindow; builds and activates a complete dialog window.
0x8008F8F4, function start — BattleAllocateAndSetupDialogWindow; allocates and starts a dialog window.
0x8008FA60, function start — BattleClearDialogWindow; disables and frees one dialog window.
0x8008FAD8, function start — BattleUpdateExpandingDialogWindows; expands active windows toward requested dimensions.
0x8008FC1C, function start — BattleBuildChiMenuBackgroundText; builds repeating and central chi-menu strips.
0x8008FDE4, function start — BattleBuildItemMenuBackdropText; builds the repeating and central text strips used behind the item menu.
0x8008FE18, function start — BattleUploadItemMenuTextures; optionally initializes item-menu resources, uploads names and quantities for 32 standard and secondary inventory entries, frees temporary texture memory, and selects item display mode 2.
0x8009023C, function start — BattleBuildItemMenuScrollRows; builds nine vertically spaced item-menu row strips at the requested scrolling offset.
0x80090310, function start — BattlePositionItemNamePanels; selects the texture page for an inventory position and places its wide and narrow name panels.
0x800904A0, function start — BattlePositionItemTargetLabels; derives an item's target side and targeting mode from its flags and positions the corresponding labels.
0x8009070C, function start — BattleBuildItemDescriptionText; renders the selected item's description into temporary texture memory, uploads it, and positions the resulting text panel.
0x8009080C, function start — BattleUpdateSelectedItemDetails; updates the selected inventory entry's name panels and, for an available ordinary item, builds its description and targeting labels.
0x8009093C, function start — BattlePositionItemMenuPanels; scrolls and positions the four item-list texture panels across the two available texture pages.
0x80090B90, function start — BattleUpdateChiMenuCursorGlyph; cycles the chi cursor glyph.
0x80090C44, function start — BattlePositionMpDigits; positions the actor's current and maximum MP digits while suppressing leading tens digits.
0x80090E7C, function start — BattleBuildMpSummaryPanel; positions the MP labels, current and maximum MP digits, and separator glyph for the ability menu.
0x80091064, function start — BattleInitializeChiMenuContents; builds ability names, costs, textures, and details.
0x80091604, function start — BattleBuildChiMenuScrollText; builds vertically spaced scrolling text strips.
0x800916D4, function start — BattleBuildGearAbilityFuelCostDigits; computes a selected gear ability's fuel cost and emits up to three nonleading decimal digits.
0x8009187C, function start — BattlePositionAbilityTargetLabels; derives a selected character or gear ability's target side and targeting mode and positions the corresponding labels.
0x80091B38, function start — BattleBuildAbilityDescriptionText; renders both description lines for the selected character or gear ability, uploads them, and positions their panels.
0x80091D38, function start — BattleUpdateChiMenuAbilityDetails; updates the selected ability detail panel.
0x80091EC4, function start — BattlePositionChiMenuPanels; positions wide and narrow chi-menu panels.
0x8009209C, function start — BattleSetupComboSelectionPanels; positions the combo menu background panels, enables their rendering, and selects combo display mode 3.
0x80092298, function start — BattleBuildComboSelectionLegend; resets double-buffered combo summary primitives and builds the labels for each currently selected move.
0x80092784, function start — BattleInitializeComboSelectionContents; uploads up to seven available move names and costs plus the completion entry, then initializes the combo legend and background panels.
0x80092B74, function start — BattleUpdateComboSequenceSummary; rebuilds the remaining budget digits and selected move sequence symbols, then positions the combo summary and highlight polygons.
0x800930AC, function start — BattleInitializeGearSpecialMenuContents; uploads four available gear-special names and four-digit fuel costs, positions their panels, and selects gear-special display mode 4.
0x80093578, function start — BattlePositionGearSpecialTargetLabels; positions the selected gear special's target-side and targeting-mode labels from its attack flags.
0x8009382C, function start — BattleBuildGearSpecialDescriptionText; renders and uploads both description lines for the selected gear special and positions their panels.
0x800939CC, function start — BattleUpdateGearSpecialDetails; checks special availability and restriction masks, hides invalid details, or rebuilds the selected special's targeting labels and description.
0x800939D4, function start — BattleUpdateGearSpecialDetailsMaskContinuation; continues gear-special detail validation with the first restriction mask preloaded, loads the remaining masks, and hides invalid details or rebuilds targeting labels and description.
0x80093B08, function start — BattleOpenBillyAmmoPanel; conditionally renders Billy's two equipped ammunition names and three-digit remaining counts, opens their dialog, and selects ammo display mode 5.
0x8009413C, function start — BattleResetBillyTurnResources; clears Billy's auxiliary turn state and optionally releases his active battle resources.
0x800941A4, function start — BattleComputeAttackResults; computes hit, damage, counters, and status for selected targets.
0x800946F4, function start — BattlePostComputeAttackDamage; applies post-damage statuses, guards, counters, and multipliers.
0x80094C78, function start — BattleAccumulatePartyDamageTotals; adds the current resolved amount to each successful party target's character or Gear damage total.
0x80094D24, function start — BattlePreventPartyWideCommandLock; removes command-lock status and restores command masks when it would disable every surviving party member.
0x80094EE4, function start — BattleComputeStandardDamage; resolves hit, power, defence, elements, variance, and damage type.
0x80095690, function start — BattleComputeCharacterHealing; computes HP recovery from the attacker's ether and effect power, applies healing modifiers, rejects Gear targets, and records HP healing.
0x800957D8, function start — BattleResolveRevivalEffect; clears incapacitating statuses, restores a power-scaled portion of maximum HP, and marks the target as revived.
0x800958D8, function start — BattleDispelSelectedStatusGroups; performs a chance roll, clears the selected status groups on success, and selects the dispel result animation.
0x80095A78, function start — BattleInflictConfiguredStatus; attempts the configured status effect, initializes its duration, and records a status miss when resistance prevents it.
0x80095B44, function start — BattleInflictAttackerInnateStatus; attempts the attacker's innate status payload and initializes the corresponding configured duration on success.
0x80095BAC, function start — BattleRemoveConfiguredStatuses; performs a success roll and clears the selected persistent or timed status groups, otherwise recording a miss.
0x80095D4C, function start — BattleComputeDrainTransfer; calculates an HP or MP transfer amount and records matched damage for the target and recovery for the attacker.
0x80096018, function start — BattleComputeScriptedDamageAmount; resolves fixed, fractional, current, missing, maximum, MP-scaled, or one-point damage modes after a success roll.
0x80096494, function start — BattleApplyElementalDamageModifiers; applies elemental affinity and protection modifiers.
0x80096824, function start — BattleRollGearAttackFailure; tests a flagged Gear attack against ether and accuracy values and marks the attack as failed when the roll misses.
0x800968C0, function start — BattleTriggerPlayerCounterattack; tests counterattack eligibility and chance, swaps attacker and target roles, cancels incoming damage, and schedules the counter.
0x80096AB8, function start — BattleResolveAttackHitType; determines hit, miss, evade, guard, or immunity.
0x80096FBC, function start — BattleComputeAttackPower; computes physical or ether power from stats and buffs.
0x80097610, function start — BattleComputeDefenceValue; computes effective physical or ether defence.
0x8009795C, function start — BattleLeaveStateUnchanged; returns immediately without changing battle state.
0x80097964, function start — BattleApplyStatusWithResistance; checks chance and immunity, cancels opposing effects, enforces party survival rules, applies status bits, and starts durations.
0x80097D08, function start — BattleInitializeAttackResultArrays; initializes all target results and damage values.
0x80097D5C, function start — BattleInitializePartyCombatStats; builds combat stats for occupied party slots, applies equipment and scenario modifiers, derives Gear values, and clears accumulated damage totals.
0x8009892C, function start — BattleFinalizePartyCombatStats; preserves command masks, applies accessory agility changes, caps agility, and installs scenario-dependent combat defaults.
0x80098AF8, function start — BattleComputeActionRecoveryTicks; derives action recovery time from agility, technique modifiers, and random variance while enforcing party command-lock safety.
0x80098C6C, function start — BattleApplySelectedItemToTargets; resets result storage, applies the selected item to every targeted combatant, and selects its battle animation.
0x80098D2C, function start — BattleApplyItemEffectToTarget; applies configured recovery, damage, revival, status, timer, resource, command, and progression effects to one target.
0x80099498, function start — BattleCanApplyPartyDisablingStatus; permits a disabling status only when it cannot leave the active party without an available member.
0x800995A0, function start — BattleInitializeStatusDuration; maps a status bit to its timer slot and adjusts duration for haste, slow, and duration-modifying effects.
0x80099890, function start — BattleUpdateEntityStatusTimers; decrements statuses and removes expired effects.
0x80099CF0, function start — BattleDecrementSecondaryStatusTimers; decrements secondary timed statuses and clears each associated status bit when its duration expires.
0x80099FB0, function start — BattleCaptureAttackEffectMetadata; copies the active effect's display metadata and derives an elemental category from the target when none is specified.
0x8009A074, function start — BattleRestoreTargetFactionBits; replaces each represented faction's active target bits with the corresponding bits from the saved target mask.
0x8009A0DC, function start — BattleGetEntityStatusAnimationIndex; selects the animation category implied by active status.
0x8009A1AC, function start — BattleGetEntityStatusEffectMask; converts status fields to a visual-effect mask.
0x8009A258, function start — BattleComputeCharacterTechniqueAccuracy; adds character ether to the selected technique's accuracy bonus and caps the result at 100 percent.
0x8009A2D4, function start — BattlePrepareGearTurnParameters; loads Gear technique metadata, computes turn resources and Hyper chance, derives condition flags, and advances Hyper duration.
0x8009A7B8, function start — BattleGetPersistentCharacterIdentifier; returns the persistent character identifier for the selected roster entry.
0x8009A7E4, function start — BattleIsBillyAmmoReward; checks whether a battle reward identifier matches any of Billy's four equipped ammunition identifiers.
0x8009A854, function start — BattleRegisterBillyAmmoReward; maps a matching ammunition reward to its equipped slot and updates its persistent attributes, quantity, and party copies.
0x8009A9D0, function start — BattleAttemptEscape; performs a 50 percent escape roll and preserves party HP, MP, statuses, Gear HP, and fuel when successful.
